ensembl	symbol	entrez	uniprot
ENSG00000125084	WNT1	7471	P04628
ENSG00000198400	NTRK1	4914	P04629
ENSG00000126247	CAPNS1	826	P04632
ENSG00000141510	TP53	7157	P04637
ENSG00000205362	MT1A	4489	P04731
ENSG00000169715	MT1E	4493	P04732
ENSG00000198417	MT1F	4494	P04733
ENSG00000174876	AMY1B	277	P04745
ENSG00000187733	AMY1C	278	P04745
ENSG00000237763	AMY1A	276	P04745
ENSG00000243480	AMY2A	279	P04746
ENSG00000106211	HSPB1	3315	P04792
ENSG00000140465	CYP1A1	1543	P04798
ENSG00000107018	RLN1	6013	P04808
ENSG00000176890	TYMS	7298	P04818
ENSG00000165168	CYBB	1536	P04839
ENSG00000163902	RPN1	6184	P04843
ENSG00000118705	RPN2	6185	P04844
ENSG00000114353	GNAI2	2771	P04899
ENSG00000277075	HIST1H2AE	3012	P04908
ENSG00000278463	HIST1H2AB	8335	P04908
ENSG00000164889	SLC4A2	6522	P04920
ENSG00000136732	GYPC	2995	P04921
ENSG00000177047	IFNW1	3467	P05000
ENSG00000120235	IFNA6	3443	P05013
ENSG00000236637	IFNA4	3441	P05014
ENSG00000147885	IFNA16	3449	P05015
ENSG00000017427	IGF1	3479	P05019
ENSG00000163399	ATP1A1	476	P05023
ENSG00000143153	ATP1B1	481	P05026
ENSG00000089199	CHGB	1114	P05060
ENSG00000136872	ALDOB	229	P05062
ENSG00000142192	APP	351	P05067
ENSG00000118520	ARG1	383	P05089
ENSG00000189058	APOD	347	P05090
ENSG00000111275	ALDH2	217	P05091
ENSG00000148795	CYP17A1	1586	P05093
ENSG00000259207	ITGB3	3690	P05106
ENSG00000160255	ITGB2	3689	P05107
ENSG00000140459	CYP11A1	1583	P05108
ENSG00000143546	S100A8	6279	P05109
ENSG00000123999	INHA	3623	P05111
ENSG00000113520	IL4	3565	P05112
ENSG00000113525	IL5	3567	P05113
ENSG00000205581	HMGN1	3150	P05114
ENSG00000197632	SERPINB2	5055	P05120
ENSG00000106366	SERPINE1	5054	P05121
ENSG00000126583	PRKCG	5582	P05129
ENSG00000005022	SLC25A5	292	P05141
ENSG00000188488	SERPINA5	5104	P05154
ENSG00000149131	SERPING1	710	P05155
ENSG00000205403	CFI	3426	P05156
ENSG00000143278	F13B	2165	P05160
ENSG00000187608	ISG15	9636	P05161
ENSG00000100079	LGALS2	3957	P05162
ENSG00000005381	MPO	4353	P05164
ENSG00000175198	PCCA	5095	P05165
ENSG00000114054	PCCB	5096	P05166
ENSG00000140505	CYP1A2	1544	P05177
ENSG00000130649	CYP2E1	1571	P05181
ENSG00000162551	ALPL	249	P05186
ENSG00000163283	ALPP	250	P05187
ENSG00000134001	EIF2S1	1965	P05198
ENSG00000198830	HMGN2	3151	P05204
ENSG00000113578	FGF1	2246	P05230
ENSG00000136244	IL6	3569	P05231
ENSG00000078401	EDN1	1906	P05305
ENSG00000090339	ICAM1	3383	P05362
ENSG00000137818	RPLP1	6176	P05386
ENSG00000177600	RPLP2	6181	P05387
ENSG00000089157	RPLP0	6175	P05388
ENSG00000166922	SCG5	6447	P05408
ENSG00000277614	SCG5	6447	P05408
ENSG00000281931	SCG5	6447	P05408
ENSG00000177606	JUN	3725	P05412
ENSG00000121769	FABP3	2170	P05413
ENSG00000168495	POLR3D	661	P05423
ENSG00000115386	REG1A	5967	P05451
ENSG00000163815	CLEC3B	7123	P05452
ENSG00000138385	SSB	6741	P05455
ENSG00000159199	ATP5G1	516	P05496
ENSG00000224320	HLA-A	3105	P05534
ENSG00000229215	HLA-A	3105	P05534
ENSG00000196610	HLA-DQB2	3120	P05538
ENSG00000224305	HLA-DQB2	3120	P05538
ENSG00000226165	HLA-DQB2	3120	P05538
ENSG00000228254	HLA-DQB2	3120	P05538
ENSG00000228813	HLA-DQB2	3120	P05538
ENSG00000229493	HLA-DQB2	3120	P05538
ENSG00000230675	HLA-DQB2	3120	P05538
ENSG00000232629	HLA-DQB2	3120	P05538
ENSG00000123561	SERPINA7	6906	P05543
ENSG00000099937	SERPIND1	3053	P05546
ENSG00000137203	TFAP2A	7020	P05549
ENSG00000150093	ITGB1	3688	P05556
ENSG00000166501	PRKCB	5579	P05771
ENSG00000111057	KRT18	3875	P05783
ENSG00000170421	KRT8	3856	P05787
ENSG00000108255	CRYBA1	1411	P05813
ENSG00000135222	CSN2	1447	P05814
ENSG00000283030	CSN2	1447	P05814
ENSG00000104327	CALB1	793	P05937
ENSG00000168530	MYL1	4632	P05976
ENSG00000105707	HPN	3249	P05981
ENSG00000204262	COL5A2	1290	P05997
ENSG00000250361	GYPB	2994	P06028
ENSG00000158477	CD1A	909	P06126
ENSG00000110448	CD5	921	P06127
ENSG00000126088	UROD	7389	P06132
ENSG00000156096	UGT2B4	7363	P06133
ENSG00000171105	INSR	3643	P06213
ENSG00000182866	LCK	3932	P06239
ENSG00000010810	FYN	2534	P06241
ENSG00000114200	BCHE	590	P06276
ENSG00000102393	GLA	2717	P06280
ENSG00000187094	CCK	885	P06307
ENSG00000204252	HLA-DOA	3111	P06340
ENSG00000206292	HLA-DOA	3111	P06340
ENSG00000230141	HLA-DOA	3111	P06340
ENSG00000231558	HLA-DOA	3111	P06340
ENSG00000232957	HLA-DOA	3111	P06340
ENSG00000232962	HLA-DOA	3111	P06340
ENSG00000235744	HLA-DOA	3111	P06340
ENSG00000148180	GSN	2934	P06396
ENSG00000139687	RB1	5925	P06400
ENSG00000082175	PGR	5241	P06401
ENSG00000187514	PTMA	728026	P06454
ENSG00000187514	PTMA	5757	P06454
ENSG00000170312	CDK1	983	P06493
ENSG00000110955	ATP5B	506	P06576
ENSG00000166278	C2	717	P06681
ENSG00000204364	C2	717	P06681
ENSG00000206372	C2	717	P06681
ENSG00000226560	C2	717	P06681
ENSG00000231543	C2	717	P06681
ENSG00000235017	C2	717	P06681
ENSG00000235696	C2	717	P06681
ENSG00000163220	S100A9	6280	P06702
ENSG00000197956	S100A6	6277	P06703
ENSG00000110244	APOA4	337	P06727
ENSG00000116824	CD2	914	P06729
ENSG00000151247	EIF4E	1977	P06730
ENSG00000105388	CEACAM5	1048	P06731
ENSG00000104879	CKM	1158	P06732
ENSG00000074800	ENO1	2023	P06733
ENSG00000104921	FCER2	2208	P06734
ENSG00000100504	PYGL	5836	P06737
ENSG00000105220	GPI	2821	P06744
ENSG00000070501	POLB	5423	P06746
ENSG00000181163	NPM1	4869	P06748
ENSG00000143549	TPM3	7170	P06753
ENSG00000138448	ITGAV	3685	P06756
ENSG00000147571	CRH	1392	P06850
ENSG00000175445	LPL	4023	P06858
ENSG00000213614	HEXA	3073	P06865
ENSG00000167748	KLK1	3816	P06870
ENSG00000124635	HIST1H2BJ	8970	P06899
ENSG00000135919	SERPINE2	5270	P07093
ENSG00000182333	LIPF	8513	P07098
ENSG00000143819	EPHX1	2052	P07099
ENSG00000180176	TH	7054	P07101
ENSG00000155368	DBI	1622	P07108
ENSG00000163586	FABP1	2168	P07148
ENSG00000111716	LDHB	3945	P07195
ENSG00000277586	NEFL	4747	P07196
ENSG00000104722	NEFM	4741	P07197
ENSG00000125817	CENPB	1059	P07199
ENSG00000115705	TPO	7173	P07202
ENSG00000233276	GPX1	2876	P07203
ENSG00000178726	THBD	7056	P07204
ENSG00000170950	PGK2	5232	P07205
ENSG00000184500	PROS1	5627	P07225
ENSG00000185624	P4HB	5034	P07237
ENSG00000142515	KLK3	354	P07288
ENSG00000189060	H1F0	3005	P07305
ENSG00000141505	ASGR1	432	P07306
ENSG00000161944	ASGR2	433	P07307
ENSG00000119640	ACYP1	97	P07311
ENSG00000163254	CRYGC	1420	P07315
ENSG00000182187	CRYGB	1419	P07316
ENSG00000118231	CRYGD	1421	P07320
ENSG00000187758	ADH1A	124	P07327
ENSG00000182511	FES	2242	P07332
ENSG00000182578	CSF1R	1436	P07333
ENSG00000117984	CTSD	1509	P07339
ENSG00000182718	ANXA2	302	P07355
ENSG00000157131	C8A	731	P07357
ENSG00000021852	C8B	732	P07358
ENSG00000185245	GP1BA	2811	P07359
ENSG00000176919	C8G	733	P07360
ENSG00000014216	CAPN1	823	P07384
ENSG00000183311	TUBB	203068	P07437
ENSG00000196230	TUBB	203068	P07437
ENSG00000224156	TUBB	203068	P07437
ENSG00000227739	TUBB	203068	P07437
ENSG00000229684	TUBB	203068	P07437
ENSG00000232421	TUBB	203068	P07437
ENSG00000232575	TUBB	203068	P07437
ENSG00000235067	TUBB	203068	P07437
ENSG00000169688	MT1B	4490	P07438
ENSG00000164879	CA3	761	P07451
ENSG00000163207	IVL	3713	P07476
ENSG00000204983	PRSS1	5644	P07477
ENSG00000274247	PRSS1	5644	P07477
ENSG00000275896	PRSS2	5645	P07478
ENSG00000282049	PRSS2	5645	P07478
ENSG00000134443	GRP	2922	P07492
ENSG00000171209	CSN3	1448	P07498
ENSG00000196811	CHRNG	1146	P07510
ENSG00000169252	ADRB2	154	P07550
ENSG00000011465	DCN	1634	P07585
ENSG00000197746	PSAP	5660	P07602
ENSG00000049860	HEXB	3074	P07686
ENSG00000135047	CTSL	1514	P07711
ENSG00000108518	PFN1	5216	P07737
ENSG00000172331	BPGM	669	P07738
ENSG00000198931	APRT	353	P07741
ENSG00000198851	CD3E	916	P07766
ENSG00000136628	EPRS	2058	P07814
ENSG00000164733	CTSB	1508	P07858
ENSG00000166796	LDHC	3948	P07864
ENSG00000080824	HSP90AA1	3320	P07900
ENSG00000213930	GALT	2592	P07902
ENSG00000092199	HNRNPC	3183	P07910
ENSG00000169344	UMOD	7369	P07911
ENSG00000173660	UQCRH	7388	P07919
ENSG00000091136	LAMB1	3912	P07942
ENSG00000176105	YES1	7525	P07947
ENSG00000254087	LYN	4067	P07948
ENSG00000165731	RET	5979	P07949
ENSG00000198467	TPM2	7169	P07951
ENSG00000091483	FH	2271	P07954
ENSG00000168878	SFTPB	6439	P07988
ENSG00000012061	ERCC1	2067	P07992
ENSG00000137801	THBS1	7057	P07996
ENSG00000129538	RNASE1	6035	P07998
ENSG00000169562	GJB1	2705	P08034
ENSG00000185591	SP1	6667	P08047
ENSG00000067646	ZFY	7544	P08048
ENSG00000140443	IGF1R	3480	P08069
ENSG00000163914	RHO	6010	P08100
ENSG00000263639	MSMB	4477	P08118
ENSG00000164692	COL1A2	1278	P08123
ENSG00000197043	ANXA6	309	P08133
ENSG00000155366	RHOC	389	P08134
ENSG00000064300	NGFR	4804	P08138
ENSG00000111087	GLI1	2735	P08151
ENSG00000181072	CHRM2	1129	P08172
ENSG00000180720	CHRM4	1132	P08173
ENSG00000196352	CD55	1604	P08174
ENSG00000085563	ABCB1	5243	P08183
ENSG00000170099	SERPINA6	866	P08185
ENSG00000277405	SERPINA6	866	P08185
ENSG00000168003	SLC3A2	6520	P08195
ENSG00000142615	CELA2A	63036	P08217
ENSG00000215704	CELA2B	51032	P08218
ENSG00000151623	NR3C2	4306	P08235
ENSG00000169919	GUSB	2990	P08236
ENSG00000152556	PFKM	5213	P08237
ENSG00000096384	HSP90AB1	3326	P08238
ENSG00000182934	SRPRA	6734	P08240
ENSG00000070669	ASNS	440	P08243
ENSG00000197561	ELANE	1991	P08246
ENSG00000277571	ELANE	1991	P08246
ENSG00000102003	SYP	6855	P08247
ENSG00000087245	MMP2	4313	P08253
ENSG00000149968	MMP3	4314	P08254
ENSG00000243955	GSTA1	2938	P08263
ENSG00000109610	SOD3	6649	P08294
ENSG00000100448	CTSG	1511	P08311
ENSG00000198099	ADH4	127	P08319
ENSG00000256269	HMBS	3145	P08397
ENSG00000196549	MME	4311	P08473
ENSG00000122641	INHBA	3624	P08476
ENSG00000111341	MGP	4256	P08493
ENSG00000005961	ITGA2B	3674	P08514
ENSG00000198670	LPA	4018	P08519
ENSG00000131828	PDHA1	5160	P08559
ENSG00000115956	PLEK	5341	P08567
ENSG00000170458	CD14	929	P08571
ENSG00000134871	COL4A2	1284	P08572
ENSG00000179091	CYC1	1537	P08574
ENSG00000262418	PTPRC	5788	P08575
ENSG00000125870	SNRPB2	6629	P08579
ENSG00000105976	MET	4233	P08581
ENSG00000163975	MFI2	4241	P08582
ENSG00000043591	ADRB1	153	P08588
ENSG00000160808	MYL3	4634	P08590
ENSG00000000971	CFH	3075	P08603
ENSG00000075388	FGF4	2249	P08620
ENSG00000104852	SNRNP70	6625	P08621
ENSG00000101336	HCK	3055	P08631
ENSG00000203747	FCGR3A	2214	P08637
ENSG00000161638	ITGA5	3678	P08648
ENSG00000141905	NFIC	4782	P08651
ENSG00000026025	VIM	7431	P08670
ENSG00000160868	CYP3A4	1576	P08684
ENSG00000198457	CYP21A2	1589	P08686
ENSG00000206338	CYP21A2	1589	P08686
ENSG00000231852	CYP21A2	1589	P08686
ENSG00000232414	CYP21A2	1589	P08686
ENSG00000233151	CYP21A2	1589	P08686
ENSG00000235134	CYP21A2	1589	P08686
ENSG00000167711	SERPINF2	5345	P08697
ENSG00000276838	SERPINF2	5345	P08697
ENSG00000164399	IL3	3562	P08700
ENSG00000182774	RPS17	6218	P08708
ENSG00000278229	RPS17	6218	P08708
ENSG00000057593	F7	2155	P08709
ENSG00000171345	KRT19	3880	P08727
ENSG00000135480	KRT7	3855	P08729
ENSG00000065135	GNAI3	2773	P08754
ENSG00000164111	ANXA5	308	P08758
ENSG00000186832	KRT16	3868	P08779
ENSG00000146678	IGFBP1	3484	P08833
ENSG00000101846	STS	412	P08842
ENSG00000219073	CELA3B	23436	P08861
ENSG00000168028	RPSA	3921	P08865
ENSG00000160712	IL6R	3570	P08887
ENSG00000178394	HTR1A	3350	P08908
ENSG00000140526	ABHD2	11057	P08910
ENSG00000184984	CHRM5	1133	P08912
ENSG00000150594	ADRA2A	150	P08913
ENSG00000047936	ROS1	6098	P08922
ENSG00000197696	NMB	4828	P08949
ENSG00000135404	CD63	967	P08962
ENSG00000170927	PKHD1	5314	P08F94
ENSG00000114686	MRPL3	11222	P09001
ENSG00000077312	SNRPA	6626	P09012
ENSG00000170166	HOXD4	3233	P09016
ENSG00000198353	HOXC4	3221	P09017
ENSG00000138685	FGF2	2247	P09038
ENSG00000120075	HOXB5	3215	P09067
ENSG00000028277	POU2F2	5452	P09086
ENSG00000142789	CELA3A	10136	P09093
ENSG00000111674	ENO2	2026	P09104
ENSG00000086506	HBQ1	3049	P09105
ENSG00000060971	ACAA1	30	P09110
ENSG00000126903	SLC10A3	8273	P09131
ENSG00000153037	SRP19	6728	P09132
ENSG00000123454	DBH	1621	P09172
ENSG00000244067	GSTA2	2939	P09210
ENSG00000084207	GSTP1	2950	P09211
ENSG00000170369	CST2	1470	P09228
ENSG00000124562	SNRPC	6631	P09234
ENSG00000137673	MMP7	4316	P09237
ENSG00000166670	MMP10	4319	P09238
ENSG00000117091	CD48	962	P09326
ENSG00000127831	VIL1	7429	P09327
ENSG00000163739	CXCL1	2919	P09341
ENSG00000100097	LGALS1	3956	P09382
ENSG00000151552	QDPR	5860	P09417
ENSG00000189403	HMGB1	3146	P09429
ENSG00000118245	TNP1	7141	P09430
ENSG00000114115	RBP1	5947	P09455
ENSG00000122133	PAEP	5047	P09466
ENSG00000165140	FBP1	2203	P09467
ENSG00000087258	GNAO1	2775	P09471
ENSG00000113140	SPARC	6678	P09486
ENSG00000134184	GSTM1	2944	P09488
ENSG00000140416	TPM1	7168	P09493
ENSG00000122705	CLTA	1211	P09496
ENSG00000175416	CLTB	1212	P09497
ENSG00000196975	ANXA4	307	P09525
ENSG00000163083	INHBB	3625	P09529
ENSG00000173786	CNP	1267	P09543
ENSG00000105989	WNT2	7472	P09544
ENSG00000173762	CD7	924	P09564
ENSG00000100292	HMOX1	3162	P09601
ENSG00000184371	CSF1	1435	P09603
ENSG00000113721	PDGFRB	5159	P09619
ENSG00000091140	DLD	1738	P09622
ENSG00000260027	HOXB7	3217	P09629
ENSG00000197757	HOXC6	3223	P09630
ENSG00000135486	HNRNPA1	3178	P09651
ENSG00000131876	SNRPA1	6627	P09661
ENSG00000103811	CTSH	1512	P09668
ENSG00000164919	COX6C	1345	P09669
ENSG00000159224	GIP	2695	P09681
ENSG00000070031	SCT	6343	P09683
ENSG00000274473	SCT	6343	P09683
ENSG00000160654	CD3G	917	P09693
ENSG00000184292	TACSTD2	4070	P09758
ENSG00000000938	FGR	2268	P09769
ENSG00000115850	LCT	3938	P09848
ENSG00000182326	C1S	716	P09871
ENSG00000143799	PARP1	142	P09874
ENSG00000101868	POLA1	5422	P09884
ENSG00000126709	IFI6	2537	P09912
ENSG00000119922	IFIT2	3433	P09913
ENSG00000185745	IFIT1	3434	P09914
ENSG00000012779	ALOX5	240	P09917
ENSG00000275565	ALOX5	240	P09917
ENSG00000108342	CSF3	1440	P09919
ENSG00000163295	ALPI	248	P09923
ENSG00000154277	UCHL1	7345	P09936
ENSG00000140564	FURIN	5045	P09958
ENSG00000111144	LTA4H	4048	P09960
ENSG00000109107	ALDOC	230	P09972
ENSG00000140876	NUDT7	283927	P0C024
ENSG00000186364	NUDT17	200035	P0C025
ENSG00000183090	FREM3	166752	P0C091
ENSG00000102128	RAB40AL	282808	P0C0E4
ENSG00000206340	C4A	720	P0C0L4
ENSG00000227746	C4A	720	P0C0L4
ENSG00000244731	C4A	720	P0C0L4
ENSG00000224389	C4B	721	P0C0L5
ENSG00000228267	C4B	721	P0C0L5
ENSG00000228454	C4B	721	P0C0L5
ENSG00000233312	C4B_2	100293534	P0C0L5
ENSG00000236625	C4B	721	P0C0L5
ENSG00000214285	NPS	594857	P0C0P6
ENSG00000164032	H2AFZ	3015	P0C0S5
ENSG00000196747	HIST1H2AI	8329	P0C0S8
ENSG00000196787	HIST1H2AG	8969	P0C0S8
ENSG00000275221	HIST1H2AK	8330	P0C0S8
ENSG00000276903	HIST1H2AL	8332	P0C0S8
ENSG00000278677	HIST1H2AM	8336	P0C0S8
ENSG00000101812	H2BFM	286436	P0C1H6
ENSG00000214102	WEE2	494551	P0C1S8
ENSG00000263042	WEE2	494551	P0C1S8
ENSG00000105619	TFPT	29844	P0C1Z6
ENSG00000273833	TFPT	29844	P0C1Z6
ENSG00000274073	TFPT	29844	P0C1Z6
ENSG00000275086	TFPT	29844	P0C1Z6
ENSG00000276022	TFPT	29844	P0C1Z6
ENSG00000276263	TFPT	29844	P0C1Z6
ENSG00000276296	TFPT	29844	P0C1Z6
ENSG00000276323	TFPT	29844	P0C1Z6
ENSG00000276504	TFPT	29844	P0C1Z6
ENSG00000278161	TFPT	29844	P0C1Z6
ENSG00000151838	CCDC175	729665	P0C221
ENSG00000187550	SBK2	646643	P0C263
ENSG00000231274	SBK3	100130827	P0C264
ENSG00000196990	FAM163B	642968	P0C2L3
ENSG00000233932	CTXN2	399697	P0C2S0
ENSG00000174013	FBXO45	200933	P0C2W1
ENSG00000236446	CT47B1	643311	P0C2W7
ENSG00000145002	FAM86B2	653333	P0C5J1
ENSG00000225362	CT62	196993	P0C5K7
ENSG00000204887	KRTAP1-4	728255	P0C5Y4
ENSG00000263242	KRTAP1-4	728255	P0C5Y4
ENSG00000274183	H2AFB1	474382	P0C5Y9
ENSG00000277745	H2AFB3	83740	P0C5Z0
ENSG00000277858	H2AFB2	474381	P0C5Z0
ENSG00000189325	C6orf222	389384	P0C671
ENSG00000231738	TSPAN19	144448	P0C672
ENSG00000220201	ZGLP1	100125288	P0C6A0
ENSG00000235711	ANKRD34C	390616	P0C6C1
ENSG00000220008	LINGO3	645191	P0C6S8
ENSG00000228474	OST4	100128731	P0C6T2
ENSG00000182230	FAM153B	100507387	P0C7A2
ENSG00000182230	FAM153B	202134	P0C7A2
ENSG00000182230	FAM153B	105377751	P0C7A2
ENSG00000212724	KRTAP2-3	730755	P0C7H8
ENSG00000262862	KRTAP2-3	730755	P0C7H8
ENSG00000226430	USP17L7	392197	P0C7H9
ENSG00000237038	USP17L8	392188	P0C7I0
ENSG00000183401	CCDC159	126075	P0C7I6
ENSG00000229453	SPINK8	646424	P0C7L1
ENSG00000229415	SFTA3	253970	P0C7M3
ENSG00000203989	RHOXF2B	727940	P0C7M4
ENSG00000229972	IQCF3	401067	P0C7M6
ENSG00000215009	ACSM4	341392	P0C7M7
ENSG00000236279	CLEC2L	154790	P0C7M8
ENSG00000278558	TMEM191B	728229	P0C7N4
ENSG00000278558	TMEM191B	645426	P0C7N4
ENSG00000281038	OR8U1	219417	P0C7N5
ENSG00000281038	OR8U1	504190	P0C7N5
ENSG00000274768	CISD3	284106	P0C7P0
ENSG00000277972	CISD3	284106	P0C7P0
ENSG00000244395	RBMY1D	378949	P0C7P1
ENSG00000236320	SLFN14	342618	P0C7P3
ENSG00000254636	ARMS2	387715	P0C7Q2
ENSG00000259224	SLC35G6	643664	P0C7Q6
ENSG00000188691	OR56A5	390084	P0C7T3
ENSG00000224470	ATXN1L	342371	P0C7T5
ENSG00000232070	TMEM253	643382	P0C7T8
ENSG00000225968	ELFN1	392617	P0C7U0
ENSG00000204147	ASAH2B	653308	P0C7U1
ENSG00000189186	DCAF8L2	347442	P0C7V8
ENSG00000224383	PRR29	92340	P0C7W0
ENSG00000182645	CCDC172	374355	P0C7W6
ENSG00000274226	TBC1D3H	729877	P0C7X1
ENSG00000277974	TBC1D3H	729877	P0C7X1
ENSG00000229809	ZNF688	146542	P0C7X2
ENSG00000233670	PIRT	644139	P0C851
ENSG00000240654	C1QTNF9	338872	P0C862
ENSG00000243789	JMJD7	100137047	P0C870
ENSG00000186788	SPATA31D3	389762	P0C874
ENSG00000155026	RSPH10B	222967	P0C881
ENSG00000237353	PATE4	399968	P0C8F1
ENSG00000263155	MYZAP	100820829	P0CAP1
ENSG00000255529	POLR2M	81488	P0CAP2
ENSG00000223614	ZNF735	730291	P0CB33
ENSG00000254535	PABPC4L	132430	P0CB38
ENSG00000255009	UBTFL1	642623	P0CB47
ENSG00000135175	OCM2	4951	P0CE71
ENSG00000122543	OCM	654231	P0CE72
ENSG00000223601	EBLN1	340900	P0CF75
ENSG00000237765	FAM200B	285550	P0CF97
ENSG00000188092	GPR89B	51463	P0CG08
ENSG00000168802	CHTF8	54921	P0CG12
ENSG00000161992	PRR35	146325	P0CG20
ENSG00000257108	NHLRC4	283948	P0CG21
ENSG00000236609	ZNF853	54753	P0CG23
ENSG00000277897	GSTT2	2953	P0CG29
ENSG00000133433	GSTT2B	653689	P0CG30
ENSG00000278695	GSTT2B	653689	P0CG30
ENSG00000249459	ZNF286B	729288	P0CG31
ENSG00000166707	ZCCHC18	644353	P0CG32
ENSG00000140478	GOLGA6D	653643	P0CG33
ENSG00000158164	TMSB15A	11013	P0CG34
ENSG00000158427	TMSB15B	286527	P0CG35
ENSG00000152093	CFC1B	653275	P0CG36
ENSG00000136698	CFC1	55997	P0CG37
ENSG00000196834	POTEI	653269	P0CG38
ENSG00000222038	POTEJ	653781	P0CG39
ENSG00000217236	SP9	100131390	P0CG40
ENSG00000244693	CTAGE8	100142659	P0CG41
ENSG00000170315	UBB	7314	P0CG47
ENSG00000150991	UBC	7316	P0CG48
ENSG00000215343	ZNF705D	728957	P0CH99
ENSG00000215356	ZNF705B	100132396	P0CI00
ENSG00000168930	TRIM49	57093	P0CI25
ENSG00000204449	TRIM49C	642612	P0CI26
ENSG00000256618	MTRNR2L1	100462977	P0CJ68
ENSG00000256222	MTRNR2L3	100462983	P0CJ70
ENSG00000232196	MTRNR2L4	100463285	P0CJ71
ENSG00000249860	MTRNR2L5	100463289	P0CJ72
ENSG00000270672	MTRNR2L6	100463482	P0CJ73
ENSG00000282017	MTRNR2L6	100463482	P0CJ73
ENSG00000256892	MTRNR2L7	100288485	P0CJ74
ENSG00000255823	MTRNR2L8	100463486	P0CJ75
ENSG00000256045	MTRNR2L10	100463488	P0CJ77
ENSG00000261221	ZNF865	100507290	P0CJ78
ENSG00000261794	GOLGA8H	728498	P0CJ92
ENSG00000189339	SLC35E2B	728661	P0CK96
ENSG00000215790	SLC35E2	9906	P0CK97
ENSG00000228927	TSPY3	728137	P0CV98
ENSG00000233803	TSPY4	728395	P0CV99
ENSG00000229549	TSPY8	728403	P0CW00
ENSG00000237412	PRSS56	646960	P0CW18
ENSG00000256977	LIMS3	3987	P0CW19
ENSG00000256977	LIMS3	96626	P0CW19
ENSG00000256671	LIMS3L	100288695	P0CW20
ENSG00000256671	LIMS3L	3987	P0CW20
ENSG00000231824	C18orf42	642597	P0CW23
ENSG00000235961	PNMA6A	84968	P0CW24
ENSG00000255181	CCDC166	100130274	P0CW27
ENSG00000278749	CCDC166	100130274	P0CW27
ENSG00000233198	RNF224	643596	P0DH78
ENSG00000259120	SMIM6	100130933	P0DI80
ENSG00000196459	TRAPPC2	6399	P0DI81
ENSG00000109113	RAB34	83871	P0DI83
ENSG00000229833	PET100	100131801	P0DJ07
ENSG00000224531	SMIM13	221710	P0DJ93
ENSG00000187627	RGPD1	400966	P0DJD0
ENSG00000185304	RGPD2	729857	P0DJD1
ENSG00000234414	RBMY1A1	5940	P0DJD3
ENSG00000229183	PGA4	643847	P0DJD7
ENSG00000229859	PGA3	643834	P0DJD8
ENSG00000256713	PGA5	5222	P0DJD9
ENSG00000249693	THEGL	100506564	P0DJG4
ENSG00000227729	RD3L	647286	P0DJH9
ENSG00000173432	SAA1	6288	P0DJI8
ENSG00000134339	SAA2	6289	P0DJI9
ENSG00000171943	SRGAP2C	653464	P0DJJ0
ENSG00000261594	TPBGL	100507050	P0DKB5
ENSG00000268223	ARL14EPL	644100	P0DKL9
ENSG00000269067	ZNF728	388523	P0DKX0
ENSG00000253457	SMIM18	100507341	P0DKX4
ENSG00000268182	SMIM17	147670	P0DL12
ENSG00000244020	MT1HL1	645745	P0DM35
ENSG00000214940	NPIPA8	101059953	P0DM63
ENSG00000214940	NPIPA8	101059938	P0DM63
ENSG00000255378	PRR23D2	100133251	P0DMB1
ENSG00000253250	C8orf88	100127983	P0DMB2
ENSG00000248329	APELA	100506013	P0DMC3
ENSG00000230667	SETSIP	646817	P0DME0
ENSG00000136488	CSH1	1442	P0DML2
ENSG00000136488	CSH1	1444	P0DML2
ENSG00000213218	CSH2	1443	P0DML3
ENSG00000261052	SULT1A3	105369243	P0DMM9
ENSG00000261052	SULT1A3	6818	P0DMM9
ENSG00000213648	SULT1A4	105369243	P0DMN0
ENSG00000213648	SULT1A4	445329	P0DMN0
ENSG00000269028	MTRNR2L12	100462981	P0DMP1
ENSG00000196369	SRGAP2B	647135	P0DMP2
ENSG00000274443	C8orf89	100130301	P0DMQ9
ENSG00000179412	HNRNPCL4	101060301	P0DMR1
ENSG00000282095	HNRNPCL4	101060301	P0DMR1
ENSG00000268320	SCGB1C2	653486	P0DMR2
ENSG00000277730	SCGB1C2	653486	P0DMR2
ENSG00000282608	ADORA3	140	P0DMS8
ENSG00000121933	TMIGD3	57413	P0DMS9
ENSG00000227877	MRLN	100507027	P0DMT0
ENSG00000237847	FAM231A	729574	P0DMU3
ENSG00000237847	FAM231A	102723383	P0DMU3
ENSG00000237847	FAM231A	729587	P0DMU3
ENSG00000268674	FAM231B	729587	P0DMU3
ENSG00000278289	CT45A6	541465	P0DMU7
ENSG00000228836	CT45A5	441521	P0DMU8
ENSG00000269586	CT45A10	102723631	P0DMU9
ENSG00000273696	CT45A7	101060211	P0DMV0
ENSG00000278085	CT45A8	102723737	P0DMV1
ENSG00000278085	CT45A8	441520	P0DMV1
ENSG00000270946	CT45A9	102723680	P0DMV2
ENSG00000270946	CT45A9	441520	P0DMV2
ENSG00000204389	HSPA1A	3303	P0DMV8
ENSG00000215328	HSPA1A	3303	P0DMV8
ENSG00000234475	HSPA1A	3303	P0DMV8
ENSG00000235941	HSPA1A	3303	P0DMV8
ENSG00000237724	HSPA1A	3303	P0DMV8
ENSG00000204388	HSPA1B	3304	P0DMV9
ENSG00000212866	HSPA1B	3304	P0DMV9
